TrackId,InvoiceId,CustomerId,InvoiceDate,Total,FullName,Address,City,State,Country,PostalCode,Email
3059,200,16,5/24/2011 0:00:00,8.91,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
3065,200,16,5/24/2011 0:00:00,8.91,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
3071,200,16,5/24/2011 0:00:00,8.91,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
3077,200,16,5/24/2011 0:00:00,8.91,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
3083,200,16,5/24/2011 0:00:00,8.91,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
394,329,16,12/28/2012 0:00:00,1.98,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
395,329,16,12/28/2012 0:00:00,1.98,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
1097,352,16,4/1/2013 0:00:00,3.96,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
1099,352,16,4/1/2013 0:00:00,3.96,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
1101,352,16,4/1/2013 0:00:00,3.96,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
1103,352,16,4/1/2013 0:00:00,3.96,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
1803,374,16,7/4/2013 0:00:00,5.94,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
1807,374,16,7/4/2013 0:00:00,5.94,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
1811,374,16,7/4/2013 0:00:00,5.94,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
1815,374,16,7/4/2013 0:00:00,5.94,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
1819,374,16,7/4/2013 0:00:00,5.94,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
1823,374,16,7/4/2013 0:00:00,5.94,Frank Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,fharris@google.com
463,14,17,3/4/2009 0:00:00,1.98,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
464,14,17,3/4/2009 0:00:00,1.98,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1166,37,17,6/6/2009 0:00:00,3.96,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1168,37,17,6/6/2009 0:00:00,3.96,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1170,37,17,6/6/2009 0:00:00,3.96,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1172,37,17,6/6/2009 0:00:00,3.96,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1872,59,17,9/8/2009 0:00:00,5.94,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1876,59,17,9/8/2009 0:00:00,5.94,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1880,59,17,9/8/2009 0:00:00,5.94,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1884,59,17,9/8/2009 0:00:00,5.94,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1888,59,17,9/8/2009 0:00:00,5.94,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1892,59,17,9/8/2009 0:00:00,5.94,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
207,111,17,4/29/2010 0:00:00,0.99,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
652,232,17,10/21/2011 0:00:00,1.98,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
654,232,17,10/21/2011 0:00:00,1.98,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
981,243,17,12/1/2011 0:00:00,13.86,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
990,243,17,12/1/2011 0:00:00,13.86,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
999,243,17,12/1/2011 0:00:00,13.86,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1008,243,17,12/1/2011 0:00:00,13.86,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1017,243,17,12/1/2011 0:00:00,13.86,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1026,243,17,12/1/2011 0:00:00,13.86,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1035,243,17,12/1/2011 0:00:00,13.86,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1044,243,17,12/1/2011 0:00:00,13.86,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1053,243,17,12/1/2011 0:00:00,13.86,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1062,243,17,12/1/2011 0:00:00,13.86,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1071,243,17,12/1/2011 0:00:00,13.86,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1080,243,17,12/1/2011 0:00:00,13.86,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1089,243,17,12/1/2011 0:00:00,13.86,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
1098,243,17,12/1/2011 0:00:00,13.86,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
2780,298,17,7/31/2012 0:00:00,10.91,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
2786,298,17,7/31/2012 0:00:00,10.91,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
2792,298,17,7/31/2012 0:00:00,10.91,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
2798,298,17,7/31/2012 0:00:00,10.91,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
2804,298,17,7/31/2012 0:00:00,10.91,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
2810,298,17,7/31/2012 0:00:00,10.91,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
2816,298,17,7/31/2012 0:00:00,10.91,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
2822,298,17,7/31/2012 0:00:00,10.91,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
2828,298,17,7/31/2012 0:00:00,10.91,Jack Smith,1 Microsoft Way,Redmond,WA,USA,98052-8300,jacksmith@microsoft.com
208,112,18,5/12/2010 0:00:00,1.98,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
209,112,18,5/12/2010 0:00:00,1.98,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
911,135,18,8/14/2010 0:00:00,3.96,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
913,135,18,8/14/2010 0:00:00,3.96,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
915,135,18,8/14/2010 0:00:00,3.96,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
917,135,18,8/14/2010 0:00:00,3.96,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
1617,157,18,11/16/2010 0:00:00,5.94,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
1621,157,18,11/16/2010 0:00:00,5.94,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
1625,157,18,11/16/2010 0:00:00,5.94,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
1629,157,18,11/16/2010 0:00:00,5.94,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
1633,157,18,11/16/2010 0:00:00,5.94,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
1637,157,18,11/16/2010 0:00:00,5.94,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
3455,209,18,7/7/2011 0:00:00,0.99,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
397,330,18,12/28/2012 0:00:00,1.98,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
399,330,18,12/28/2012 0:00:00,1.98,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
726,341,18,2/7/2013 0:00:00,13.86,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
735,341,18,2/7/2013 0:00:00,13.86,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
744,341,18,2/7/2013 0:00:00,13.86,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
753,341,18,2/7/2013 0:00:00,13.86,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
762,341,18,2/7/2013 0:00:00,13.86,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
771,341,18,2/7/2013 0:00:00,13.86,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
780,341,18,2/7/2013 0:00:00,13.86,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
789,341,18,2/7/2013 0:00:00,13.86,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
798,341,18,2/7/2013 0:00:00,13.86,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
807,341,18,2/7/2013 0:00:00,13.86,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
816,341,18,2/7/2013 0:00:00,13.86,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
825,341,18,2/7/2013 0:00:00,13.86,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
834,341,18,2/7/2013 0:00:00,13.86,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
843,341,18,2/7/2013 0:00:00,13.86,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
2525,396,18,10/8/2013 0:00:00,8.91,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
2531,396,18,10/8/2013 0:00:00,8.91,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
2537,396,18,10/8/2013 0:00:00,8.91,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
2543,396,18,10/8/2013 0:00:00,8.91,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
2549,396,18,10/8/2013 0:00:00,8.91,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
2555,396,18,10/8/2013 0:00:00,8.91,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
2561,396,18,10/8/2013 0:00:00,8.91,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
2567,396,18,10/8/2013 0:00:00,8.91,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
2573,396,18,10/8/2013 0:00:00,8.91,Michelle Brooks,627 Broadway,New York,NY,USA,10012-2612,michelleb@aol.com
466,15,19,3/4/2009 0:00:00,1.98,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
468,15,19,3/4/2009 0:00:00,1.98,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
795,26,19,4/14/2009 0:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
804,26,19,4/14/2009 0:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
813,26,19,4/14/2009 0:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
822,26,19,4/14/2009 0:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
831,26,19,4/14/2009 0:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
840,26,19,4/14/2009 0:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
849,26,19,4/14/2009 0:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
858,26,19,4/14/2009 0:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
867,26,19,4/14/2009 0:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
876,26,19,4/14/2009 0:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
885,26,19,4/14/2009 0:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
894,26,19,4/14/2009 0:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
903,26,19,4/14/2009 0:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
912,26,19,4/14/2009 0:00:00,13.86,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
2594,81,19,12/13/2009 0:00:00,8.91,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
2600,81,19,12/13/2009 0:00:00,8.91,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
2606,81,19,12/13/2009 0:00:00,8.91,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
2612,81,19,12/13/2009 0:00:00,8.91,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
2618,81,19,12/13/2009 0:00:00,8.91,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
2624,81,19,12/13/2009 0:00:00,8.91,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
2630,81,19,12/13/2009 0:00:00,8.91,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
2636,81,19,12/13/2009 0:00:00,8.91,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
2642,81,19,12/13/2009 0:00:00,8.91,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
3456,210,19,7/20/2011 0:00:00,1.98,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
3457,210,19,7/20/2011 0:00:00,1.98,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
656,233,19,10/22/2011 0:00:00,3.96,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
658,233,19,10/22/2011 0:00:00,3.96,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
660,233,19,10/22/2011 0:00:00,3.96,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
662,233,19,10/22/2011 0:00:00,3.96,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
1362,255,19,1/24/2012 0:00:00,5.94,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
1366,255,19,1/24/2012 0:00:00,5.94,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
1370,255,19,1/24/2012 0:00:00,5.94,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
1374,255,19,1/24/2012 0:00:00,5.94,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
1378,255,19,1/24/2012 0:00:00,5.94,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
1382,255,19,1/24/2012 0:00:00,5.94,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
3200,307,19,9/13/2012 0:00:00,1.99,Tim Goyer,1 Infinite Loop,Cupertino,CA,USA,95014,tgoyer@apple.com
211,113,20,5/12/2010 0:00:00,1.98,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
213,113,20,5/12/2010 0:00:00,1.98,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
540,124,20,6/22/2010 0:00:00,13.86,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
549,124,20,6/22/2010 0:00:00,13.86,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
558,124,20,6/22/2010 0:00:00,13.86,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
567,124,20,6/22/2010 0:00:00,13.86,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
576,124,20,6/22/2010 0:00:00,13.86,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
585,124,20,6/22/2010 0:00:00,13.86,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
594,124,20,6/22/2010 0:00:00,13.86,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
603,124,20,6/22/2010 0:00:00,13.86,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
612,124,20,6/22/2010 0:00:00,13.86,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
621,124,20,6/22/2010 0:00:00,13.86,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
630,124,20,6/22/2010 0:00:00,13.86,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
639,124,20,6/22/2010 0:00:00,13.86,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
648,124,20,6/22/2010 0:00:00,13.86,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
657,124,20,6/22/2010 0:00:00,13.86,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
2339,179,20,2/20/2011 0:00:00,8.91,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
2345,179,20,2/20/2011 0:00:00,8.91,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
2351,179,20,2/20/2011 0:00:00,8.91,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
2357,179,20,2/20/2011 0:00:00,8.91,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
2363,179,20,2/20/2011 0:00:00,8.91,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
2369,179,20,2/20/2011 0:00:00,8.91,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
2375,179,20,2/20/2011 0:00:00,8.91,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
2381,179,20,2/20/2011 0:00:00,8.91,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
2387,179,20,2/20/2011 0:00:00,8.91,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
3201,308,20,9/26/2012 0:00:00,3.98,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
3202,308,20,9/26/2012 0:00:00,3.98,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
401,331,20,12/29/2012 0:00:00,3.96,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
403,331,20,12/29/2012 0:00:00,3.96,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
405,331,20,12/29/2012 0:00:00,3.96,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
407,331,20,12/29/2012 0:00:00,3.96,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
1107,353,20,4/2/2013 0:00:00,5.94,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
1111,353,20,4/2/2013 0:00:00,5.94,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
1115,353,20,4/2/2013 0:00:00,5.94,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
1119,353,20,4/2/2013 0:00:00,5.94,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
1123,353,20,4/2/2013 0:00:00,5.94,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
1127,353,20,4/2/2013 0:00:00,5.94,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
2945,405,20,11/21/2013 0:00:00,0.99,Dan Miller,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,dmiller@comcast.com
470,16,21,3/5/2009 0:00:00,3.96,Kathy Chase,801 W 4th Street,Reno,NV,USA,89503,kachase@hotmail.com
472,16,21,3/5/2009 0:00:00,3.96,Kathy Chase,801 W 4th Street,Reno,NV,USA,89503,kachase@hotmail.com
474,16,21,3/5/2009 0:00:00,3.96,Kathy Chase,801 W 4th Street,Reno,NV,USA,89503,kachase@hotmail.com
476,16,21,3/5/2009 0:00:00,3.96,Kathy Chase,801 W 4th Street,Reno,NV,USA,89503,kachase@hotmail.com
1176,38,21,6/7/2009 0:00:00,5.94,Kathy Chase,801 W 4th Street,Reno,NV,USA,89503,kachase@hotmail.com
1180,38,21,6/7/2009 0:00:00,5.94,Kathy Chase,801 W 4th Street,Reno,NV,USA,89503,kachase@hotmail.com
1184,38,21,6/7/2009 0:00:00,5.94,Kathy Chase,801 W 4th Street,Reno,NV,USA,89503,kachase@hotmail.com
1188,38,21,6/7/2009 0:00:00,5.94,Kathy Chase,801 W 4th Street,Reno,NV,USA,89503,kachase@hotmail.com
1192,38,21,6/7/2009 0:00:00,5.94,Kathy Chase,801 W 4th Street,Reno,NV,USA,89503,kachase@hotmail.com
1196,38,21,6/7/2009 0:00:00,5.94,Kathy Chase,801 W 4th Street,Reno,NV,USA,89503,kachase@hotmail.com
3014,90,21,1/26/2010 0:00:00,0.99,Kathy Chase,801 W 4th Street,Reno,NV,USA,89503,kachase@hotmail.com
3459,211,21,7/20/2011 0:00:00,1.98,Kathy Chase,801 W 4th Street,Reno,NV,USA,89503,kachase@hotmail.com
